rest_name,category,name,price,img
Asian Noodle House,House Special Entrees,BBQ Pork Ho Fun Noodle Soup,8.95,
Asian Noodle House,House Special Entrees,Shredded Duck with Pickled Cabbage Mai Fun Soup,9.25,
Asian Noodle House,House Special Entrees,Fish Ball Ho Fun Noodle Soup,8.95,
Asian Noodle House,House Special Entrees,Ginger Sauce over Rice,9.25,
Asian Noodle House,House Special Entrees,Pork Chops with Onions over Rice,9.25,
Asian Noodle House,House Special Entrees,Vegetable Teriyaki Sauce over Rice,9.25,
Asian Noodle House,House Special Entrees,Steamed Chicken with Scallion Ginger over Rice,8.95,https://www.ithacatogo.com/food/v_1_i5572874s.jpg
Asian Noodle House,House Special Entrees,Young Chow Fried Rice,10.25,
Asian Noodle House,House Special Entrees,Seafood House Special Fried Rice,10.25,
Asian Noodle House,House Special Entrees,Beef with Tomato over Rice,9.25,
Asian Noodle House,House Special Entrees,Beef with Black Bean Sauce over Rice,9.25,
Asian Noodle House,House Special Entrees,Baby Shrimp with Eggs over Rice,9.25,
Asian Noodle House,House Special Entrees,Beef with Eggs over Rice,9.25,
Asian Noodle House,House Special Entrees,BBQ Pork over Rice,8.95,
Asian Noodle House,House Special Entrees,Ho Fun Stir Fry with Black Bean Sauce,11.95,
Asian Noodle House,House Special Entrees,Sub Gum Ho Fun,11.95,
Asian Noodle House,House Special Entrees,Seafood Scrambled Egg Stir Fried Ho Fun,12.95,
Asian Noodle House,House Special Entrees,Singapore Mai Fun,10.95,
Asian Noodle House,House Special Entrees,Ha Moon Mai Fun,10.95,
Asian Noodle House,House Special Entrees,Crispy Fried Noodle,11.95,
Asian Noodle House,House Special Entrees,Seafood Crispy Fried Noodle,12.95,
Asian Noodle House,House Special Entrees,Stir Fried Udon with XO Sauce,11.95,https://www.ithacatogo.com/food/v_1_i5572961s.jpg
Asian Noodle House,House Special Entrees,Le Mein,10.25,
Asian Noodle House,House Special Entrees,General Tso's Chicken,11.95,
Asian Noodle House,House Special Entrees,Sesame Chicken,11.95,https://www.ithacatogo.com/food/v_2_i5573037s.jpg
Asian Noodle House,House Special Entrees,Brocoli with Brown Sauce,11.95,
Asian Noodle House,House Special Entrees,Brocoli with Shrimp and Brown Sauce,12.95,
Asian Noodle House,House Special Entrees,PekingPork Chop with Onions,11.95,
Asian Noodle House,House Special Entrees,Salt and Pepper with Pork Chop,11.95,
Asian Noodle House,House Special Entrees,Pork Chop with Black Pepper,11.95,
Asian Noodle House,House Special Entrees,Buddhit Delight with Red Bean Curd Sauce,11.95,
Asian Noodle House,House Special Entrees,Mixed Vegetable,11.95,
Asian Noodle House,House Special Entrees,Shrimp with Mixed Vegetable and Shrimp,12.95,
Asian Noodle House,House Special Entrees,Ginger Sauce with Onions,11.95,
Asian Noodle House,House Special Entrees,Happy Family Casserole,12.95,
Asian Noodle House,House Special Entrees,Bean Curd with Seafood Casserole,13.95,
Asian Noodle House,House Special Entrees,Satay with Mung Bean Noodle Casserol,12.95,
Asian Noodle House,House Special Entrees,Spicy Tofu with Hot Pot,11.95,
Asian Noodle House,House Special Entrees,Roast Duck with Vegetable Casserole,12.95,
Asian Noodle House,House Special Entrees,Pork Chop with Thai Curry Sauce,11.95,
Asian Noodle House,House Special Entrees,Ginger Onion with Chicken,11.95,
Auntie Anne's,Auntie Anne's Drinks, Small Original Lemonade,2.39,
Auntie Anne's,Auntie Anne's Drinks,Large frozen lemonade mixer,3.79,
Auntie Anne's,Auntie Anne's Drinks,Medium Original Lemonade,2.59,
Auntie Anne's,Auntie Anne's Drinks,Large Original Lemonade,2.79,
Auntie Anne's,Auntie Anne's Drinks,Small Lemonade Mixer,2.69,
Auntie Anne's,Auntie Anne's Drinks,Large Lemonade Mixer,3.09,
Auntie Anne's,Auntie Anne's Drinks,Medium Lemonade Mixer,2.89,
Auntie Anne's,Auntie Anne's Drinks,Medium Frozen Lemonade Mixer,3.29,
Auntie Anne's,Auntie Anne's Drinks,Small Lemonade Iced Tea,1.89,
Auntie Anne's,Auntie Anne's Drinks,Medium Lemonade Iced Tea,2.09,
Auntie Anne's,Auntie Anne's Drinks,Large Lemonade Iced Tea,2.29,
Auntie Anne's,Auntie Anne's Drinks,Small Unsweetened Tea,1.89,
Auntie Anne's,Auntie Anne's Drinks,Medium Unsweetened Tea,1.99,
Auntie Anne's,Auntie Anne's Drinks,Large Unsweetened Tea,2.29,
Auntie Anne's,Auntie Anne's Drinks,Small Sweet Tea,1.89,
Auntie Anne's,Auntie Anne's Drinks,Medium Sweet Tea,1.99,
Auntie Anne's,Auntie Anne's Drinks,Large Sweet Tea,2.29,
Auntie Anne's,Classics,Original Pretzel,3.79,https://www.ithacatogo.com/food/v_1_i11421380s.jpg
Auntie Anne's,Classics,Cinnamon Sugar Pretzel,3.89,https://www.ithacatogo.com/food/v_1_i10875029s.jpg
Auntie Anne's,Classics,Sweet Almond Pretzel,3.89,https://www.ithacatogo.com/food/v_1_i10875008s.jpg
Auntie Anne's,Classics,Roasted Garlic and Parmesan Pretzel,3.89,https://www.ithacatogo.com/food/v_1_i10875009s.jpg
Auntie Anne's,Classics,Sour Cream and Onion Pretzel,3.89,https://www.ithacatogo.com/food/v_1_i10875012s.jpg
Auntie Anne's,Specialities,Mini dogs,5.79,https://www.ithacatogo.com/food/v_1_i13542403s.jpg
Auntie Anne's,Specialities,Original Pretzel Nuggets,4.49,
Auntie Anne's,Specialities,Cinnamon Sugar Pretzel Nuggets,4.59,
Auntie Anne's,Specialities,Original Pretzel Nuggets- Large,4.89,
Auntie Anne's,Specialities,Pretzel Dog,4.29,https://www.ithacatogo.com/food/v_1_i10875030s.jpg
Auntie Anne's,Specialities,Pepperoni Pretzel,4.29,https://www.ithacatogo.com/food/v_1_i11422406s.jpg
Auntie Anne's,Specialities,CinnamonSugar Pretzel Nuggets- Large,4.99,https://www.ithacatogo.com/food/v_1_i11421388s.jpg
Auntie Anne's,Combos,Mini Pretzel Dogs Combo,7.89,
Auntie Anne's,Combos,Pepperoni Pretzel Combo,6.49,
Auntie Anne's,Combos,Original Pretzel Combo,6.09,
Auntie Anne's,Combos,Small original pretzel nugget combo,6.49,
Auntie Anne's,Extras,Dips,0.89,https://www.ithacatogo.com/food/v_2_i10875083s.jpg
Auntie Anne's,Catering Items,1 Gallon of Lemonade,9.56,
Auntie Anne's,Catering Items,Dozen Original Party Pretzels,12.95,https://www.ithacatogo.com/food/v_1_i10875085s.jpg
Auntie Anne's,Catering Items,Dozen Cinnamon Sugar Party Pretzels,12.95,
Auntie Anne's,Catering Items,10 for $6 dipping sauces,6,
Auntie Anne's,Catering Items,Bucket of Pretzel Nuggets,18.99,
Auntie Anne's,Catering Items,Bucket of Cinnamon Pretzel Nuggets,21.99,
Auntie Anne's,Catering Items,Bucket of pretzel mini dogs,26.45,
Auntie Anne's,Catering Items,Bucket of jalapeno pretzel nuggets,21.45,
Auntie Anne's,Catering Items,Bucket of Pepperoni Pretzel Nuggets,22,
Bella Pizza,Pizza,Small Pizza,7.99,
Bella Pizza,Pizza,Large Pizza,9.99,
Bella Pizza,Pizza,Sheet pizza,19.99,
Bella Pizza,Calzones,Regular Calzone,7.99,
Bella Pizza,Hot Subs,Chicken Parm Sub,7.99,
Bella Pizza,Hot Subs,Eggplant Parm Sub,7.99,
Bella Pizza,Hot Subs,Meatball Sub,7.99,
Bella Pizza,Hot Subs,Philly Cheese Steak Sub,7.99,
Bella Pizza,Hot Subs,Grilled Chicken Sub,7.99,
Bella Pizza,Hot Subs,Buffalo Chicken Sub,7.99,
Bella Pizza,Cold Subs,Turkey Sub,6.99,
Bella Pizza,Cold Subs,Italian Sub,6.99,
Bella Pizza,Cold Subs,Greek Veggie Sub,6.99,
Bella Pizza,Specialty Pizza,Small Spinach Alfredo Pizza,9.99,
Bella Pizza,Specialty Pizza,Large Spinach Alfredo Pizza,12.99,
Bella Pizza,Specialty Pizza,Small White Garlic Pizza,8.99,
Bella Pizza,Specialty Pizza,Large White Garlic Pizza,10.99,
Bella Pizza,Specialty Pizza,Small Chicken Bacon Ranch Pizza,10.99,
Bella Pizza,Specialty Pizza,Large Chicken Bacon Ranch Pizza,13.99,
Bella Pizza,Specialty Pizza,Small Buffalo Chicken Pizza,10.9,
Bella Pizza,Specialty Pizza,Large Buffalo Chicken Pizza,13.99,
Bella Pizza,Specialty Pizza,Small Chicken BBQ Cheddar Pizza,10.99,
Bella Pizza,Specialty Pizza,Large Chicken BBQ Cheddar Pizza,13.99,
Bella Pizza,Specialty Pizza,Small Honolulu Pizza,10.99,
Bella Pizza,Specialty Pizza,Large Honolulu Pizza,13.99,
Bella Pizza,Specialty Pizza,Small Big Mac Burger Pizza,10.99,
Bella Pizza,Specialty Pizza,Large Big Mac Burger Pizza,13.99,
Bella Pizza,Specialty Pizza,Small Zesty Pepperoni Pizza,9.99,
Bella Pizza,Specialty Pizza,Large Zesty Pepperoni Pizza,12.99,
Bella Pizza,Specialty Pizza,Small Zesty Veggie Pizza,11.99,
Bella Pizza,Specialty Pizza,Large Zesty Veggie Pizza,16.99,
Bella Pizza,Specialty Pizza,Small The Meat Lover Pizza,12.99,
Bella Pizza,Specialty Pizza,Large The Meat Lovers Pizza,17.99,
Bella Pizza,Specialty Pizza,Small The Veggies Lover Pizza,11.99,
Bella Pizza,Specialty Pizza,Large The Veggie Lovers Pizza,16.99,
Bella Pizza,Specialty Pizza,Small Rodeo Burger Pizza,10.99,
Bella Pizza,Specialty Pizza,Large Rodeo Burger Pizza,13.99,
Bella Pizza,Drinks,Bottled Soda,1.75,
Bella Pizza,Drinks,Gatorade,2,
Bella Pizza,Drinks,Snapple,2,
Bella Pizza,Drinks,Tea,1.75,
Bella Pizza,Sides,Ultimate Cheesy Garlic Bread,4.99,
Bella Pizza,Sides,Garlic Parm Knots,2.99,
Bella Pizza,Sides,Garlic Parm Knots,4.99,
Bella Pizza,Sides,Bread N Sauce,2.5,
Bella Pizza,Sides,House Salad,2.99,
Bella Pizza,Sides,Caesar Salad,3.49,
Bella Pizza,Desserts,Cinnamon Drops,3.49,
Bella Pizza,Desserts,Cinnamon Drops,5.99,
Bella Pizza,Desserts,Ultimate Chocolate Brownies,2.99,
BoL Ithaca,Drinks,Pepsi ,2,
BoL Ithaca,Drinks,Diet pepsi ,2,
BoL Ithaca,Drinks,Aquafina,1.5,
BoL Ithaca,Drinks,Gatorade,2.75,https://www.ithacatogo.com/food/v_1_i12815377s.jpg
BoL Ithaca,Drinks,Pure Leaf Tea,3,
BoL Ithaca,Drinks,Ithaca Root Beer,3.25,
BoL Ithaca,Drinks,Ithaca Ginger Beer,3.25,
BoL Ithaca,Drinks,San Pellegrino,3.25,
BoL Ithaca,Create Your Own Hot Soup BoL,Ramen Soup BoL,12,https://www.ithacatogo.com/food/v_2_i12814664s.jpg
BoL Ithaca,Create Your Own Hot Soup BoL,Dumpling Soup BoL,12,
BoL Ithaca,Dumplings,Steamed Chicken Dumplings,6.75,https://www.ithacatogo.com/food/v_1_i12814693s.jpg
BoL Ithaca,Dumplings,Steamed Pork Dumplings,6.75,
BoL Ithaca,Create your Own Cold Salad BoL,Green Salad BoL,10.75,https://www.ithacatogo.com/food/v_1_i12814923s.jpg
BoL Ithaca,Create your Own Cold Salad BoL,Noodle Salad BoL,10.75,https://www.ithacatogo.com/food/v_1_i12814924s.jpg
BoL Ithaca,Create your Own Cold Salad BoL,Grain Salad BoL,10.75,https://www.ithacatogo.com/food/v_2_i12814952s.jpg
Buffalo Wild Wings,Drinks,Red Bull Energy Drink,4,
Buffalo Wild Wings,Drinks,Red Bull Sugar Free,4.29,
Buffalo Wild Wings,Lemonades & Limeades,Blueberry Mint Lemonade,3.49,https://www.ithacatogo.com/food/v_1_i264585s.jpg
Buffalo Wild Wings,Lemonades & Limeades,Strawberry Lemonade,3.49,
Buffalo Wild Wings,Lemonades & Limeades,Black Cherry Limeade,3.49,https://www.ithacatogo.com/food/v_1_i449752s.jpg
Buffalo Wild Wings,Lemonades & Limeades, Ice tea,2.99,
Buffalo Wild Wings,Sides,French Fries,5.29,https://www.ithacatogo.com/food/v_1_i5965603s.jpg
Buffalo Wild Wings,Sides,Beer Battered Onion RIngs,5.39,
Buffalo Wild Wings,Sides,Garden side salad,4.29,
Buffalo Wild Wings,Sides,Cheddar cheese curds,5.69,
Buffalo Wild Wings,Sides,Veggie slaw,3.99,
Buffalo Wild Wings,Sides,Veggie Boat,0.99,
Buffalo Wild Wings,Sides,Mac & Cheese Side,3.49,https://www.ithacatogo.com/food/v_3_i9495189s.jpg
Buffalo Wild Wings,Sides,Potato Wedges,5.79,https://www.ithacatogo.com/food/v_1_i5965602s.jpg
Buffalo Wild Wings,Sides,Buffalo Chips,5.79,
Buffalo Wild Wings,Sharables ,Ultimate Nachos,9.29,https://www.ithacatogo.com/food/v_1_i263312s.jpg
Buffalo Wild Wings,Sharables ,The House Sampler,13.79,https://www.ithacatogo.com/food/v_2_i263667s.jpg
Buffalo Wild Wings,Sharables ,Fried Pickles,6.99,https://www.ithacatogo.com/food/v_1_i263643s.jpg
Buffalo Wild Wings,Sharables ,Mini Corn Dogs,6.49,
Buffalo Wild Wings,Sharables ,Chips & Salsa,4.49,
Buffalo Wild Wings,Sharables ,Big Twist Pretzel,8.49,https://www.ithacatogo.com/food/v_1_i263344s.jpg
Buffalo Wild Wings,Sharables ,Cheddar Cheese Curds,9.49,https://www.ithacatogo.com/food/v_1_i5965606s.jpg
Buffalo Wild Wings,Sharables ,Crispy Jumbo Shrimp,10.49,https://www.ithacatogo.com/food/v_1_i5966026s.jpg
Buffalo Wild Wings,Sharables ,Chicken Quesadilla,8.29,https://www.ithacatogo.com/food/v_1_i263650s.jpg
Buffalo Wild Wings,Sharables ,Street Tacos,5.49,
Buffalo Wild Wings,Sharables ,Hatch Chile Con Queso,6.49,
Buffalo Wild Wings,Sharables ,Mozzarella Sticks,7.29,https://www.ithacatogo.com/food/v_1_i263318s.jpg
Buffalo Wild Wings,Sharables ,Beer-Battered Onion Rings,7.99,
Buffalo Wild Wings,Traditional Wings,Snack Traditional Wings,6.99,https://www.ithacatogo.com/food/v_1_i263853s.jpg
Buffalo Wild Wings,Traditional Wings,Small Traditional Wings,11.29,https://www.ithacatogo.com/food/v_1_i263854s.jpg
Buffalo Wild Wings,Traditional Wings,Medium Traditional Wings,16.29,https://www.ithacatogo.com/food/v_1_i263855s.jpg
Buffalo Wild Wings,Traditional Wings,Large Traditional Wings,20.29,
Buffalo Wild Wings,Traditional Wings,Traditional and Boneless Wings Combo,16.29,https://www.ithacatogo.com/food/v_3_i8052388s.jpg
Buffalo Wild Wings,Boneless Wings,Snack Boneless Wings,8.79,https://www.ithacatogo.com/food/v_2_i263863s.jpg
Buffalo Wild Wings,Boneless Wings,Small Boneless Wings,10.79,https://www.ithacatogo.com/food/v_3_i263864s.jpg
Buffalo Wild Wings,Boneless Wings,Medium Boneless Wings,15.49,https://www.ithacatogo.com/food/v_1_i263865s.jpg
Buffalo Wild Wings,Boneless Wings,Large Boneless Wings,19.79,https://www.ithacatogo.com/food/v_1_i263866s.jpg
Buffalo Wild Wings,Extras,Extra Ranch,0.6,
Buffalo Wild Wings,Extras,Extra Bleu Cheese,0.6,https://www.ithacatogo.com/food/v_1_i1991277s.jpg
Buffalo Wild Wings,Burgers and More,All -American Cheeseburger (single patty),9.49,https://www.ithacatogo.com/food/v_1_i15236524s.jpg
Buffalo Wild Wings,Burgers and More,Cheese Curd Bacon Burger,11.99,https://www.ithacatogo.com/food/v_2_i8052326s.jpg
Buffalo Wild Wings,Burgers and More,Southwestern Black Bean Burger,9.79,
Buffalo Wild Wings,Burgers and More,Buffalo Blue Burger,11.99,
Buffalo Wild Wings,Tenders and Mac,Buffalo Mac & Cheese,10.49,
Buffalo Wild Wings,Tenders and Mac,4 Naked Tenders,9.29,https://www.ithacatogo.com/food/v_1_i263671s.jpg
Buffalo Wild Wings,Tenders and Mac,6 Naked Tenders,10.79,https://www.ithacatogo.com/food/v_1_i263672s.jpg
Buffalo Wild Wings,Tenders and Mac,4 Crispy Tenders,9.29,https://www.ithacatogo.com/food/v_1_i263705s.jpg
Buffalo Wild Wings,Tenders and Mac,6 Crispy Tenders,10.79,https://www.ithacatogo.com/food/v_1_i263673s.jpg
Buffalo Wild Wings,Wraps and Sandwiches,Buffalo Ranch Chicken Wrap,9.49,
Buffalo Wild Wings,Wraps and Sandwiches,BBQ Chicken Sandwich,9.99,
Buffalo Wild Wings,Wraps and Sandwiches,Grilled Chicken Buffalitos,9.29,https://www.ithacatogo.com/food/v_1_i9444833s.jpg
Buffalo Wild Wings,Wraps and Sandwiches,Bayou Po'Boy,8.99,
Buffalo Wild Wings,Wraps and Sandwiches,Buffalo Ranch Chicken Sandwich,9.99,
Buffalo Wild Wings,Wraps and Sandwiches,Classic Chicken Wrap,9.29,
Buffalo Wild Wings,Wraps and Sandwiches,Southwest Philly ,10.99,https://www.ithacatogo.com/food/v_1_i5919276s.jpg
Buffalo Wild Wings,Wraps and Sandwiches,Pepper Jack Steak Wrap,10.29,
Buffalo Wild Wings,Greens ,Honey BBQ Chicken Salad,10.49,
Buffalo Wild Wings,Greens ,Buffalo Chicken Salad,10.99,
Buffalo Wild Wings,Greens ,Santa Fe Salad,11.49,
Buffalo Wild Wings,Greens ,Chicken Caesar Salad,9.49,https://www.ithacatogo.com/food/v_1_i263898s.jpg
Buffalo Wild Wings,Greens ,Garden Chicken Salad,9.99,
Buffalo Wild Wings,Greens ,Garden Side Salad,4.29,https://www.ithacatogo.com/food/v_2_i5919157s.jpg
Buffalo Wild Wings,Greens ,Caesar Side Salad,4.29,
Buffalo Wild Wings,Sweet Spot,Loaded Ice Cream,2.29,
Buffalo Wild Wings,Sweet Spot,Cheesecake Bites,4.49,https://www.ithacatogo.com/food/v_1_i1522259s.jpg
Buffalo Wild Wings,Sweet Spot,Chocolate Fudge Cake,5.79,https://www.ithacatogo.com/food/v_1_i8052574s.jpg
Buffalo Wild Wings,Sweet Spot,Mini Chocolate Fudge Cake,2.79,
Buffalo Wild Wings,Retail,Jar of Sauce,5.49,
Buffalo Wild Wings,Retail,Crate of Sauce,14.79,
Buffalo Wild Wings,Little Buffalo Kid's Meals,Kids Traditional Wings (Kids),4.89,
Buffalo Wild Wings,Little Buffalo Kid's Meals,Kids Boneless Wings (Kids),4.39,
Buffalo Wild Wings,Little Buffalo Kid's Meals,Kids Naked Tenders (Kids),4.89,
Buffalo Wild Wings,Little Buffalo Kid's Meals,Kids Chicken Tenders (Kids),4.89,
Buffalo Wild Wings,Little Buffalo Kid's Meals,Kids Mini Corn Dogs (Kids),4.39,
Buffalo Wild Wings,Little Buffalo Kid's Meals,Kids Macaroni and Cheese (Kids),4.39,https://www.ithacatogo.com/food/v_1_i264304s.jpg
Buffalo Wild Wings,Little Buffalo Kid's Meals,Kids Cheeseburger Slammer (Kids),5.99,
Buffalo Wild Wings,Extras,Extra Ranch,0.6,
Buffalo Wild Wings,Extras,Extra Bleu Cheese,0.6,
Buffalo Wild Wings,Extras,Party Chips and Salsa,8.49,
Buffalo Wild Wings,Extras,Party Mac & Cheese,34.99,
Buffalo Wild Wings,Extras,Party Potato Wedges,15.49,
Buffalo Wild Wings,Extras,Party Garden Salad,15.99,
Buffalo Wild Wings,Extras,Party Caesar Salad,15.99,
Buffalo Wild Wings,Extras,Party Coleslaw,8.49,
Buffalo Wild Wings,Extras,Party Mini Corn Dogs,21.49,
Buffalo Wild Wings,Extras,Party Hatch Chile Con Queso,27.99,
